text,sentiment
@USAirways never received such horrible service or treated so poorly as Richard P. today. No excuse for attitude &amp; ripping up our tickets!,Neutral
@SouthwestAir Black History Commercial is really sweet. Well done.,Positive
"@united that's what I tried to do, but when entering email into 2nd device made email typo. No way to fix it &amp; no option to log out/in!!!",Negative
@SouthwestAir is that @MurraySawChuck,Neutral
@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr,Negative
@SouthwestAir Your #Android Wi-Fi experience is terrible! $8 is a ripoff! I can't get to @NASCAR or MRN for @DISupdates #BudweiserDuels,Negative
"@JetBlue she was a phone agent, pls do! Peggy was pleasant, informative and delivered. ⭐️⭐️⭐️⭐️⭐️",Positive
@JetBlue I've heard your new in flight tap to pay readers accept ONLY Apple Pay. I thought that was impossible &amp; certainly not EMV compliant,Negative
@JetBlue thank you!,Positive
@JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz,Positive
"@JetBlue Awww man...but I need to buy this ticket today and be home the 1st of March

Where do I go for this...or can you assist me ?",Neutral
@VirginAmerica i would like help with some flights please.,Neutral
@united followed you and DM'd you,Neutral
London,Neutral
@JetBlue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. 👍,Positive
@SouthwestAir thanks for taking such good care of my luggage... http://t.co/PIvxean3jY,Negative
"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!",Positive
@JetBlue Do your TrueBlue pages not work on Chrome or Safari? I keep getting blank pages when I lick on the TrueBlue tab on your site.,Negative
@united 8 hours Late Flightr and I'm siting on another plane waiting to leave. I think a credit is in order for this terrible service!,Negative
@united sent,Neutral
@usairways can I get assistance on flight #611? Plane just landed from HPN and I have a connection to ATL.,Neutral
@united it's kinda funny. No worries.,Positive
@USAirways @AmericanAir what a joke of a company today reminded me why I never book with you,Negative
@SouthwestAir @FortuneMagazine I always tell everyone to fly Southwest! Congratulations!!!,Positive
@united cldnt be happier w the many plastic wing pins given to me on flight 494. I love them! Amazing staff! So nice http://t.co/CbV7f3KBKx,Positive
"@SouthwestAir I know where that is! Alas I live far, far away now. #Books",Neutral
@JetBlue @BrandsSayingBae well here we go,Positive
@AmericanAir I was going to change it to tomorrow because I am concerned if the fllight does make I won't be able to leave the airport   1/2,Neutral
@JetBlue Haha. Thanks. You guys are great. Unlike the @nyjets. ;-) #GoPatriots!,Positive
@JetBlue Indeed. It was not 😉.,Neutral
@united you already have vomit so you are halfway there,Negative
@JetBlue Finally starting to come out. 40 minutes and no communication is not acceptable. Letting me down today.,Negative
@AmericanAir is flight 1318 Cancelled Flighted or not? No word from the ground staff.,Negative
@SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!,Positive
@united thanks for listening! I definitely was not the only person in line who thought it was absurd.,Positive
@USAirways thanks! Any idea when it will be resolved? I'd like to purchase my ticket!,Neutral
@SouthwestAir @TheEllenShow @Imaginedragons if only that was me! 😍 #DestinationDragons,Neutral
"@USAirways if I qualify for free 1st checked bag, is that applied at checkin? Same for using companion tickets?",Neutral
"@USAirways i have never been treated so poorly by an airline in my life, as a military family we do alot of flying..",Negative
@USAirways Being put back on hold for what has now been an HOUR is completely unacceptable.,Negative
"@USAirways Your whole handling of this was a joke.Boston Logan had one little old lady,ONE handling all the customers http://t.co/DH2rfUIJYP",Negative
@united I will. I have to get to Bangkok. I have just 17 days to spend with my husband in his mid deployment leave. Like to get there asap,Neutral
"@USAirways still Effin waiting... Not weather delays, not engine trouble, but lack of crew?  Are you shitting me?",Negative
@VirginAmerica I need you to follow back in order to DM.,Neutral
@AmericanAir I've just received the ticket. Thank you for your help,Positive
"@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?",Positive
"@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)",Positive
@AmericanAir made it!  Thanks AA!,Positive
"@JetBlue flight 894, first officer not even at the airport wow!!!!!! Unreal, staff waited until we all boarded to announce we are delayed.",Negative
"@SouthwestAir you do a great job of achieving that at most cities, just not at BWI.",Negative
@SouthwestAir Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI @KevinSwan_ @ALSTDI @A_Life_Story_,Positive
@united Sure.  Follow for a sec and I will.,Neutral
@USAirways No hot food on a 5 hour flight? Crazy. Couldn't eat in PHL b/c our original connection was 40 min Late Flight. What gives? #PHLtoLAS,Negative
@JetBlue No worries. Delay was minor and dealt with nicely. It was captain of flight 2324 by the way.,Positive
Bern,Neutral
"@AmericanAir AA1675 flight out of Jamaica was Cancelled Flightled yesterday due to ""weather"", while other flights were still landing at DFW",Negative
@JetBlue thank you very very much!! 💙💙,Positive
"@AmericanAir Hmm. Looks like you looked at my tweet from last month, not this one. Was able to get U.K. agent to help me, thanks.",Positive
@JetBlue Airways Corporation Insider Trading Update - Rock Hill Daily http://t.co/vvzkSMFKVw,Neutral
@united FLT 3444 delayed because of maintenance - that's fixed but can't board because flight crew didn't stay in boarding area #fail,Negative
@SouthwestAir When do you all expect to open the reservation through November?,Neutral
"@USAirways flt last nght Cancelled Flighted-mech.probs, flt this am Cancelled Flighted-snow, finally on a flt home. 1st cls empty &amp; they won't let me sit there",Negative
Mountain Time (US & Canada),Neutral
@JetBlue Can I bring my dog on board?,Neutral
@JetBlue you can 100% confirm that?,Neutral
"@SouthwestAir Sent your way, thanks for the help.",Positive
@SouthwestAir pleasantly surprised to be boarding my flight on time this morning at @Fly_Nashville. Good job!,Positive
@AmericanAir well have all day and all the time in the world,Positive
@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,Neutral
@AmericanAir Thank you so much.,Positive
"@united booked award tix on ThaiAirways but I'm not seeing a conf# for them, just the United Flight Booking Problems#. Can you get get the Thai# for me?",Neutral
@SouthwestAir damn weather messing up everything #serenitynow,Neutral
@AmericanAir Or u cud answer my ? here! 140 is plenty. Inflight stealing going on right now &amp; FA won't have the uncomfortable convo w pass.,Negative
@AmericanAir I was just called abt my flight Cancelled Flightlation- a flight that was Cancelled Flightled at 10:30a Sunday. Two 4:00a calls are not okay.,Negative
@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X,Negative
@united messaged you as requested- and called your baggage team again. It's STILL in Newark. please help or let me know next steps!!,Negative
@AmericanAir everything's good now brothaaaaaa,Positive
@SouthwestAir This is unbelievable... Thank you so much! #DestinationDragons,Positive
@united So far so good. Just stepped down in Denver. Next Stop Portland!,Positive
@JetBlue Still no response from CEO. I guess he is at the Oscars.  I bet his flight was on time.  #JUSTWRONG,Negative
@AmericanAir Let's all have a extraordinary week and make it a year to remember #GoingForGreat 2015 thanks so much American Airlines!!!,Positive
@united I6EP18,Neutral
@AmericanAir my 2498 to CLT left the gate. What is next for CLT. Need help,Neutral
@SouthwestAir Having some trouble checking in. Can you please add me so I can DM you,Negative
@united You delayed a connection for customer service today now I'll be able to pay my final respects to a dear family member. Thank you :),Positive
"@USAirways I will be traveling from LAX to CLT to HTS, I have been rebooked for tomorrow due to the travel advisory.",Neutral
"@VirginAmerica it's really aggressive to blast obnoxious ""entertainment"" in your guests' faces &amp; they have little recourse",Negative
"@SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D",Positive
@USAirways Flight # 604. Thanks.,Positive
@JetBlue Guess I'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. Fingers crossed. Cutting it close to my travel dates.,Neutral
@AmericanAir i got a new reservation for tomorrow. Thanks!,Positive
@AmericanAir probably had money on @BensonHenderson they said to hell with @Cowboycerrone lol,Neutral
"@SouthwestAir no, thanks. I think we have it straight!",Negative
Looking forward to using Passbook when I fly  @SouthwestAir in a few weeks!,Positive
@AmericanAir thanks!,Neutral
@SouthwestAir how can I check to see if my flight to NYC is expected to be delayed or Cancelled Flightled for this Tuesday?,Neutral
"@USAirways we are on the 2pm flight FLL to PHL and then connection to MAN. However, with the delays we might miss it. Can we go earlier?",Negative
@united flight to RSW tonight -me &amp;  twin 3 year olds. A pilot who was in row by me stayed to help me get the boys &amp; bags off. Lifesaver!!,Positive
@USAirways  Mad love http://t.co/4ojrSDWPkK NYC-,Neutral
@JetBlue I will try that. Thanks! If all else fails I will just do the old fashioned method tomorrow morning.,Positive
@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain,Negative
@SouthwestAir how long does it take for my Rapid Rewards points to be credited to my account?,Neutral
"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/FRhuXiB8II",Neutral
"@JetBlue's #ValentinesDay email was on point &amp; so clever! Thanks for being amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI",Positive
@SouthwestAir I am but it says yall are sold out. Me &amp; My coworkers would need to get out first available,Neutral
@SouthwestAir wifi is the worst $8 investment I have ever made.,Negative
@USAirways @British_Airways three hour flight delay. On the phone for 45min and counting.,Negative
@JetBlue 290 to Boston,Negative
@SouthwestAir hot stewardess flipped me off,Positive
@JetBlue Think about it...boarding to a chill untz untz untz....like this http://t.co/lj2lARivE0...,Neutral
@JetBlue 266 at LGB in Sunny So Cal http://t.co/V015PK7DSi,Neutral
@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,Neutral
@AmericanAir cost me 1 day of #vacation ($350) and all I got was a rude woman tell me to go to another country and figure out how to get...,Negative
@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!,Positive
You have to follow me back so that I can DM @SouthwestAir,Neutral
@united Twitter isn't letting me DM you..,Neutral
@JetBlue yes! Announced we will take off. You're on it! Thank you!,Positive
@AmericanAir Oh they seem  to have reappeared now lol,Neutral
@United to start daily #B777-200ER flights from #Newark to #Milan #Malpensa replacing #B767-400ER on 7APR instead 28MAR #avgeek,Neutral
@USAirways any word on whether or not flight 1971 from Seattle to Charlotte will have connections held? Or...,Neutral
@united It was last night's 1235/ORD-LGA.,Neutral
"@United why not charge for 2nd carryon instead of checked bag? Less jockeying for overhead space, happier passengers, more ontime departures",Neutral
"@SouthwestAir it'd be nice if I could get an answer, even a simple ""no"" would do; I just want to know. :)",Negative
@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC,Negative
@JetBlue glad u happy I have my bag but as a traveler I entrusted u w/ my property &amp; u return it damaged &amp; that's the best answer u have?,Negative
@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours.,Negative
@JetBlue I definitely will. Thanks!,Positive
@SouthwestAir you need to redeem yourself. I lost respect for you tonight #lostbags #filmjobnoequipment,Negative
@SouthwestAir aren't you based in Chicago? Why are you doing a hunt in LA and not your home city????!! Please bring one home,Neutral
@americanair never fails to disappoint. waiting at jfk an hour after scheduled take off and still no word on departure,Negative
"@united @baldordash Rebooked,arrived 8 hours Late Flightr.  Last year 9 hrs to San Diego and the no inflight entertainment!",Negative
@AmericanAir SFO. Natt (the agent who helped me) really did an awesome job.,Positive
@SouthwestAir I got it added thank you! :),Positive
@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,Negative
@united @UnitedFlyerHD @United_Airline N26902 Dreamliner leaves London Heathrow. @B787fans http://t.co/aI0Yzwt8Za,Neutral
"@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better"".",Neutral
@AmericanAir keep up the good work.  Got me to my destination safe and on time today,Positive
@SouthwestAir you guys are awesome... #dontchangeathing #luv,Positive
@SouthwestAir fl 4158 Cancelled Flightled from Dallas to Austin. No one answering 800#.  Need help.,Negative
@AmericanAir is there a probability that flight 1330 from DFW to DTW will be delayed or Cancelled Flighted?,Neutral
@SouthwestAir Landed in Nashville! Thanks for taking care of us! http://t.co/RYXbPLgMnK,Positive
@AmericanAir @cheerUPDATES So you're saying the call center is understaffed?,Negative
@united i now see it's 72 hours. Thanks,Neutral
@JetBlue the fact that #ChrisHasMadeUsBLUSH isn't trending is how you know I'm loyal ;),Neutral
@SouthwestAir nothing express about your express bag drop at Phoenix Sky Harbor,Negative
@JetBlue thanks! I'll do it.,Positive
@JetBlue heading to Buffalo... trading the cold in Boston for colder in Buffalo... Maybe the Caribbean next time?,Positive
"@united question:are there onboad 110 volt outlets in all planes? If so, where?",Neutral
@SouthwestAir 2 hours on hold for customer service never us SW again,Negative
@AmericanAir Will do. Appreciate the replies though.,Positive
Irkutsk,Neutral
"@USAirways I'm not a frequent flyer with US airways, I'm qantas? Can I still get notifications? Thank you",Neutral
"@USAirways TYVM USAir, Happy Night@ &lt;3",Positive
@united its 2015. How can my flight from a major city already be Cancelled Flightled 24 hours before departure due to weather??  Backup planes??,Negative
@AmericanAir I was rebooked on a flight that was too Late Flight for my connection!,Negative
@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,Positive
@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink 😕,Negative
@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/bTb4awQtln,Neutral
@united Your social listening capabilities are awful if this is the reply for the context in which you were mentioned @stevelord212,Negative
Adelaide,Neutral
"“@JetBlue: Our fleet's on fleek. http://t.co/pa7dCjXlzL”

C'mon fam😭😭 just. No. Ok?",Neutral
@usairways Does anyone know the hold times for USAirways reservations?,Neutral
@AmericanAir my flight was Cancelled Flightled I called they said they'd call back in 1:36. They did And hung up now saying I have to wait 2 hrs!!,Negative
@united...do you still have flat tire policy.  Shuttle broke down on way to ORD.  Will probably miss the 425pm to CLE...Help please!!,Neutral
@SouthwestAir they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood,Positive
@JetBlue Does your home airport not count in the badge system? My TB account says 2 flights but I've taken 3 this year.,Neutral
@AmericanAir Such a suprise! New vanity kit set for frequent travellers 😀 thank you AA! http://t.co/fA7Nygn1Ux,Positive
First base already? I like your style @JetBlue,Positive
@JetBlue I've spoken 2/emailed JB team and explained situation. Didnt seem to matter to anyone other than me. I guess I just expected more.,Negative
"@SouthwestAir Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms, I still prefer Southwest. 👍",Positive
@JetBlue thank you guys! You are the best! 🙌✈️,Positive
@JetBlue There's just so many choices for y'all south of the border and I know not every airline is equal - lowest price != best value. ;),Positive
"@JetBlue So anything found while cleaning the plane in DC would be at the baggage office, even something small?",Neutral
@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊,Positive
"@JetBlue since high likelihood of snow at time of flight tomorrow, any chance I can rebook for Sunday?",Neutral
@USAirways thank you very much.,Positive
"@united flight 86 LAX-IAD, back rows NOT CLEANED prior to boarding. How gross is that to find used tissues in your seat?  Please.",Negative
@JetBlue Airways Reveals 'Bluemanity' Livery - TravelPulse http://t.co/fTTfyFMvCO,Positive
@SouthwestAir Already signed up!  Thanks!  Looking forward to trying the Southwest experience.,Positive
"@AmericanAir I hear #Delta is offering 2,500 miles to frequent flyers if their bags doesn't come out within 20 minutes of landing thoughts?",Neutral
@SouthwestAir please reply to my DM ♥️,Neutral
@SouthwestAir #DestinationDragons @Imaginedragons I'm a HUGE FAN! I would love tix to your show!,Positive
@USAirways was on the phone for over an hour waiting without an answer. 😩,Negative
@USAirways Call volumes are high so the best answer is to hang up on me?,Negative
@JetBlue you can't beat jetblue in space's matter http://t.co/NRpWmGyv3e,Positive
@USAirways are the bags off Flight 1898 CLT to JFK? We landed last night just before midnight.,Negative
@united you have a guy named Otis at ORD that knows what #customerservice is. he was able to get my bag to me. I upgraded just to be sure,Positive
@united #UnitedAirlines wont wait 10min for fam w 2yr old connecting. flight leaves early instead for airport that is planes last stop today,Neutral
@SouthwestAir is having a sale! I'm delighted!,Positive
"@SouthwestAir though I work for another major airline,  I LOVE your Black history month commercial. I Thank you.",Positive
@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A,Neutral
@united thank you for letting me down.My luggage is still in Denver but I'm in Phl. #neveragain #flyingwithUS #disappointed #lostacustomer,Negative
@united booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.,Negative
@SouthwestAir - just got it back about 20 mins ago. Went about 18 hrs w/o it but I appreciate the support. $50 voucher + $50 for essentials.,Positive
@JetBlue Every crew member I dealt with in Orlando was incredibly rude. I'm actually pretty disgusted with JetBlue right now.,Negative
@AmericanAir @dfwairport me too!!  LOVE LIVING SO CLOSE SO I ALWAYS HAVE GREAT VIEWS!,Positive
@USAirways suppose I need to tweet everyone how horrible your airline is for you to take notice. Let me try that route.,Negative
@AmericanAir I FOUND MY FOOTAGE!! :D I am so so happy.,Positive
@united I would like to know what's going on before his current flight lands.,Neutral
"@JetBlue last flight was Cancelled Flightled, then it was 2 hours to change a light bulb, now sitting here waiting for maintenance. Unreal.",Negative
@USAirways thanks for letting me know of the 12 hour delay and 2 hours on hold ?,Negative
@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,Positive
@united @Lmuschel he is traveling with me on a sep reservation number F3KxB8,Neutral
@united The DEN b44 agent (9:30am) was amazing. The MPAgent at check in? She sucks. @seanMFmadden @PeterStraubMMA @jmercadoMMA @TonySimsMMA,Positive
"@JetBlue I'd like to spread my grandpa's ashes in Naples, Italy he lived in the 50's while serving his 30+ yrs in the @USNavy #FlyItForward",Neutral
"@united Okay, just requested to follow.",Neutral
"@SouthwestAir loving the new planes and the lighting, only wish windows were larger. http://t.co/h44uJ63CJG",Positive
@AmericanAir have been waiting over THREE hours to talk to someone to rebook a flight due to weather. does call back service actually work??,Negative
@USAirways any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.,Neutral
@SouthwestAir Thanks so much!,Positive
@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/E5NaxBUe4s http://t.co/E1Mex0t6Q5,Neutral
@united and what am I suppose to do with that number?,Neutral
@united DM ed u the request num,Neutral
@united you're good. Thank you!,Positive
"@AmericanAir I need to speak to a REAL PERSON. My flight was Cancelled Flightled with no explanation, and I've been on hold for more than 3 hours.",Negative
@SouthwestAir @love_dragonss oh my gosh,Positive
"@JetBlue, flights 1970, 1366, and 1552 will fly over after 1 am on your way into @BostonLogan - mind taking ocean approach so we can sleep?",Neutral
@USAirways Marsha M. at Myrtle Beach is the greatest! She deserves all the respect and praise there is! #ThankYouForEverything,Positive
"@SouthwestAir I love and appreciate the fact that you guys rarely Cancelled Flight flights and are on time, but I need a Cancelled Flightlation this time. 🙏",Positive
@united its available online I just can't figure out how to do it to guarantee same flight,Neutral
Bruh “@JetBlue: Our fleet's on fleek. http://t.co/W9BQiw0aou”,Neutral
"@AmericanAir Thank you for the response, we got it resolved at the counter.",Positive
@USAirways Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp,Positive
"@AmericanAir flight 45 JFK-LAS. First the catering was Late Flight, the. No push back crew. 2hrs delay.",Negative
"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",Neutral
@SouthwestAir LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR,Positive
@USAirways look out for flying rocks this time! It's a bird it's a plane! Nah never mind it's just a rock...,Positive
@SouthwestAir thanks for the follow up. So glad to get my bag back.,Positive
@usairways I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.,Negative
"@AmericanAir Thanks, both airlines said that it is located at AA Detroit. Also was informed that it flew with AA, which shouldn't matter.",Positive
"@united we got it, thanks.",Positive
@AmericanAir @HeyMyNameIsSEAN Sean if you look at the AA schedule it sometimes gives you a clue if new'airplanes are used. They are gr8,Neutral
@USAirways so am I supposed to discuss this matter with a computer? #BadCustomerService #Airlines #DividendRewards,Negative
@SouthwestAir just sent another 4 drink coupons....I think I have over 30 coupons now. free drinks anyone?,Positive
@AmericanAir you could train your flight attendants to have some manners and decency,Negative
@JetBlue hotspot free WiFi makes me happy. #jfk #itsthelittlethings,Positive
@united I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work.,Positive
@united installed and working are not the same. Kicked me out after an hour and wouldn't let me back in. Four wasted hours.,Negative
@united UA1740. 4.5 hr mechanical delay all I get is $50 voucher? Will tweet when I book next trip not on UA.,Negative
@SouthwestAir loved it!,Positive
@united I sent the message. Let me know ASAP.,Neutral
@USAirways thanks! http://t.co/pD7R1lL6Re,Positive
@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,Neutral
"@JetBlue @_justdippin_ drops a new video off the upcoming project #TheTakeover, produced by YpOnTheBeat https://t.co/IKQBdZA7TN RT",Neutral
@SouthwestAir can I get any kind of update on the delayed flight from Boston to Houston at 7:30? Really need to be back home tonight!,Negative
@USAirways I've been trying for DAYS!  And I don't get hung up on until after I get through all the prompts.  What am I to do??,Negative
@JetBlue we are on flight 751 and were returning to the gate can you provide any information?,Neutral
@AmericanAir No worries at all. Y’all have a good one!!,Positive
@united The link in the message I was replying to. #3thparty #ITproblems,Neutral
"@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations",Neutral
@united -today the staff @ MSP took customer service to a new level. My father passed away last night &amp; you helped me get home today! Thanks,Positive
@united @RobBogart After I waited hours in the airport being told one fib after the other. Why can't UAL be honest with its customers?,Negative
@SouthwestAir thanks for getting me back to Nashville. Big thanks to the pilots on the 6:15 out of Baltimore. Flying in snow landing on ice.,Positive
@USAirways pls get me back to Tallahassee:( no one should ever have to be stranded in Gainesville for this long😒,Negative
@united thanks. Just was able to do it on the app myself. Still not customer service to be seen in YYZ,Negative
@JetBlue WELL...my paid tickets have NO assigned seats at all. So essentially I won't be on this flight unless I pay more.,Negative
@SouthwestAir @FortuneMagazine. I'm flying on one right this minute,Neutral
"@JetBlue you are missing the point. The flight left an hour Late Flight. Why are you allowed to be that Late Flight, and still charge me $50 and 10hrs?",Negative
@united This is NOT a local UNITED number for Malaysia   0011 800-55558000. What is your local United Airlines here in Kuala Lumpur ( KUL )?,Neutral
@united then why do you bother responding? Your customer service is THE WORST. Never using you guys again.,Negative
@SouthwestAir oh I see what you did there! Thanks for supporting #PadresST.,Positive
@SouthwestAir Hi! I ❤️ your company and fly all the time. I was wondering if you could please share this link &amp; read! http://t.co/lO6LghPcdU,Positive
@SouthwestAir  Mad love http://t.co/4ojrSDWPkK NYC-,Positive
"@AmericanAir looks like I have. Best I can hope for I guess. It's on us air, so I don't think I'll get miles on Alaska. Which sucks.",Negative
@united doesn't help the 100 or more passengers that just arrived an hour Late Flight.,Negative
@JetBlue OH YEAH!!! great flight down to Mexico with a wonderful crew!! Thank you!!,Positive
@united recent services have been very bad. My NC trip was aweful. Very disappointed and never again.,Negative
@JetBlue Thx for the quick response .... yep I tried- but it can't find the flight when I Input the Confirmation #,Positive
@SouthwestAir Are there any current promotions/codes for Nashville-Denver? Thank you!,Neutral
@united can't wait!!! 787!!! @tpallini http://t.co/oDlall5eDH,Positive
@AmericanAir I am honestly in shock how this process and service compares to my other airline experiences. Not really sure what to say...,Negative
@AmericanAir thanks for your apology but it's a bit Late Flight. Cancelled Flighting a flight more than 24 hrs in advance due to weather is ridiculous. We,Negative
@AmericanAir about when can I see a new American Airlines credit card to replace my USAIRWAYS dividend MasterCard?,Neutral
@united annnnddddd I'm going to lose my first class seat on the flight they shuffle me to,Negative
@SouthwestAir 10 revenue flights since the beginning of 2015?,Neutral
@united When will email address/username sign-on be available? It's been a while.,Negative
@united So do I need to book two one ways in order for her to fly as an unaccompanied minor?,Neutral
@JetBlue Stop trying to make #fleek happen! #PointsMe,Neutral
@AmericanAir Kudos to the crew of Flt 167 today. Specially to Carlton. Loved your new 767-300. Keep up the good work AA!,Positive
America/Los_Angeles,Neutral
@JetBlue last sleep in Cali... back to JFK tomorrow night.  Looking forward to an another amazing flight with you all :),Positive
@SouthwestAir crew on flight 206 is awesome! Tell them I sent this tweet and maybe they will give me free wifi... #canthurtasking,Positive
@AmericanAir Best planes in the business. NOT? AA5411 today. http://t.co/I7Vdi9WqSF,Negative
@SouthwestAir booked the 8th.... Save me an emergency exit... Gotta stretch out,Neutral
@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,Positive
@SouthwestAir well I HAD a car &amp; free place 2 stay had I known Unacceptable treatment from Spvsr. Sally in Cleveland. #Disappointed,Negative
@AmericanAir   You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.,Negative
"@united hey awesome!  Thanks for the reply, will be filling the form out! @AmericanAir",Positive
@USAirways Just spoke with a representative. Moved my flight earlier. Thank you so much for the follow up.,Positive
"@united it has now been 16 days since i applied for my compensation?

Y have i had no correspondence",Negative
@SouthwestAir @Imaginedragons #DestinationDragons Any tix to spare? I wanna go see the show on Friday in LA with my friend @HayleyMad!,Neutral
@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them,Negative
"@AmericanAir when you strand someone in a city without luggage you would think AA would want to earn your business, but guess not?",Negative
"@AmericanAir 
I still think American Airlines is great...I would just like to be treated better. Loyal customers first, right?",Positive
"@AmericanAir I will and I will share with many, many others. #filmcrew #media @WSJ @nytimes @latimes @chicagotribune",Neutral
@VirginAmerica wow this just blew my mind,Positive
"@VirginAmerica Really missed a prime opportunity for Men Without Hats parody, there. https://t.co/mWpG7grEZP",Neutral
@AmericanAir ya but u weren't sitting on the plane.,Negative
@SouthwestAir I was just sitting here talking at a tech conference about how awesome you guys are and this rolled across. Luv you guys! #LOL,Positive
"@USAirways. wow, awful customer service.",Negative
@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),Positive
"@JetBlue ha ha! Can I get a wake up call at boarding time please?  Large coffee, extralight extra sweet please!",Positive
@southwestair cool shot of the moon and one of your fleet http://t.co/kl9BAiMES6,Positive
@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,Neutral
"@AmericanAir @_emmaclifford No. At JFK you sort of have to guess things out. It's a small airport, so whatever.",Negative
"@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier",Positive
@JetBlue Thanks so much for talking to me! The article about #Twitter chats came out great! http://t.co/rKorHvR9z1 #contentmarketing,Positive
@AmericanAir now you're sending a gate agent to talk to us? Joke of an airline. Thanks for ruining my vacation. #neverflyAAagain,Negative
@AmericanAir are you kidding me?  No one answering calls on reserv line due to high call volume and not even an option to wait.  Brutal,Negative
@USAirways skys r sunny air is cold I can't wait to get to #CLT,Neutral
@united worked out after all. Thanks for your immediate reply!!,Positive
"@united got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as a… http://t.co/lwOtKIEKGU",Positive
@JetBlue 117 days maybe.,Negative
@AmericanAir my return flight is scheduled on Wednesday; AA138 I believe.  Thanks for the help!,Positive
@AmericanAir 3198 to AEX. Is it still going?,Neutral
@united you need to follow me so I can dm you to give you the info,Neutral
"@SouthwestAir cool the plane you said is ours that just left the terminal for a diff city? She a cold betch for ""flying the friendly skies""",Negative
@JetBlue ok should I start looking into other flights?,Neutral
@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH,Positive
@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!,Positive
